face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
564,34.0,male,married,jazz,Insanely Luxury 8,Cincinnati Bengals,Isiah,Jones,bachelor,Went to West Bridge College,South Interactive Consulting,Works asjournalistat South Interactive Consulting,"['Dilwale Dulhania Le Jayenge', 'Their Finest', 'Stardust']","['Harry Potter and the Goblet of Fire', 'Harry Potter and the Chamber of Secrets', 'E.T. the Extra-Terrestrial']",When It Happens,Rogue Squadron,Sabriel,Susane Colasanti,Michael A. Stackpole,Garth Nix,3-Ingredient Thanksgiving Stuffing ,Green Tea And Ginger Beer Float ,Deviled Eggs - Also Known as Oblong Heaven ,Winnsboro,SC,4,hufflepuff,horses,Visual Novel,Tears to Tiara II: Heir of the Overlord,916,6,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
565,25.0,female,married,country,Vitally Technicality With The Beaker Breaker,Oakland Raiders,Stacy,Mcwhorter,bachelor,Went to Vista University,General Star Internet,Works asnurseat General Star Internet,"['El bar', 'Up', 'The Woman in Red']","['The Cabin in the Woods', 'The Visit', 'Underworld: Blood Wars']",The Escape,Tweak: Growing Up On Methamphetamines,The Painted Man,David Baldacci,Nic Sheff,Peter V. Brett,Crusty Potato Galette ,Claire's Mandelbrot ,Deviled Crab ,Concord,IL,3,hufflepuff,fish,Fighting,Street Fighter IV,639,5,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
566,40.0,male,single,rock,Yearly Borderline 13,Houston Texans,William,Ames,master,Went to Whitewater School of Fine Arts,Future Adventure Star,Works aslawyer atFuture Adventure Star,"['Alice in Wonderland', 'The Green Mile', 'Charlie and the Chocolate Factory']","['Ice Age: Collision Course', 'Sister Act', 'Life of Crime']",Hawaii,The Borrowers Afield,Homage to Catalonia,James A. Michener,"Mary Norton, Beth Krush, Joe Krush","George Orwell, Lionel Trilling",Easy Cheesy Mexican Dip ,Meyer Lemon and Dried Blueberry Scones ,Blood Orange Tart with Orange Caramel Sauce ,Northglenn,CO,4,ravenclaw,rodents,Simulation,The Sims 3,0,9,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
567,31.0,female,married,jazz,P.P. Bulk,Pittsburgh Steelers,Mary,Cook,bachelor,Went to Edgewood College,Adventure Systems Star,Works asjournalistat Adventure Systems Star,"['Penguins of Madagascar', 'Shark Tale', 'Trainwreck']","['Monterey Pop', 'Taxi to the Dark Side', '1']",An Artist of the Floating World,Reconstructing Amelia,Śmierć Miasta ,Kazuo Ishiguro,Kimberly McCreight,"Władysław Szpilman, Anthea Bell",Cole Slaw with Golden Raisin Vinaigrette ,Cranberry Applesauce ,Spiced Peach Pie with Buttermilk Crust ,St. Clair Shores,MI,1,ravenclaw,rodents,Action-Adventure,Red Dead Redemption 2,958,7,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
568,32.0,female,married,tibetian throat singing,,San Diego Chargers,Joyce,Robinson,master,Went to Willow College,Pacific Pacific,Works asmanager atPacific Pacific,"['Beautiful Creatures', 'Me Before You', 'San Andreas']","['Senna', 'The Cove', 'Religulous']",午後の曳航 [Gogo no eikō],Wake,The Old Man and the Sea,"Yukio Mishima, John Nathan",Lisa McMann,Ernest Hemingway,Skewered Rosemary Shrimp with Mint Pesto ,Fresh Pineapple and Rum Punch ,BBQ Beef Coffee Cure ,Edgemont Park,MI,1,hufflepuff,horses,Action,Grand Theft Auto: Vice City,263,7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
569,31.0,female,married,folk,Fart Of Cuban,Baltimore Ravens,Megan,Boyd,bachelor,Went to Waterford College,Net Atlantic,Works asbankerat Net Atlantic,"['Fantastic Beasts and Where to Find Them', 'Beautiful Creatures', 'The Scorpion King: Rise of a Warrior']","['The Lord of the Rings: The Return of the King', 'La Belle et la Bête', 'Thor: The Dark World']",Het diner,In Her Shoes,Catering to Nobody,"Herman Koch, Sam Garrett",Jennifer Weiner,Diane Mott Davidson,Sauteed Spinach and Garlic ,"Sausage and Pepperoni Pizza ""Pie"" ","Neo-Classical Thanksgiving Dressing with Apricots and Prunes, Stuffed in a Whole Pumpkin ",Sebastian,FL,2,gryffindor,fish,Action,Grand Theft Auto: Vice City,0,4,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
570,28.0,female,single,jazz,P.P. Bulk,Cincinnati Bengals,Estelle,Blunt,master,Went to Liberty School of Fine Arts,Pacific Innovation Net,Works asaccountant atPacific Innovation Net,"['War of the Worlds', 'The Mummy', 'Dunkirk']","[""Don't Breathe"", 'The Revenant', 'Mad Max: Fury Road']",Animal Farm: A Fairy Story,Eternal Kiss of Darkness,Dumbo (Little Golden Book),George Orwell,Jeaniene Frost,Walt Disney Company,Pork Tonkatsu with Watermelon-Tomato Salad ,Mustard-Crusted Pork with Carrots and Lentils ,Creamed Spinach Dip ,Brentwood,TN,2,hufflepuff,reptiles,Fighting,Mortal Kombat X,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
571,33.0,female,married,country,Harmonic 3,Buffalo Bills,Christina,King,general_education,Went to Copper Cove Charter School,Software Medicine,Works aspainter atSoftware Medicine,"['The Fifth Element', 'The Dark Tower', 'The Hunger Games']","['Ghost in the Shell', 'Star Wars: The Force Awakens', 'Planet of the Apes']",World After,Nexus,"Rumors of War (Children of the Promise, Vol 1)",Susan Ee,Ramez Naam,Dean Hughes,Tunisian Aromatic Fish Soup with Potatoes ,No-Churn Salted Caramel Ice Cream ,Shrimp with Shallot-Tarragon Sauce on Wilted Spinach ,Waterbury,CT,2,hufflepuff,horses,Action,Grand Theft Auto V,934,3,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
572,22.0,male,married,tibetian throat singing,,Tennessee Titans,George,Smith,general_education,Went to Angelwood High School,Provider Speed Star,Works aspainter atProvider Speed Star,"['Deadpool', 'Once Upon a Time in Venice', 'The Big Sick']","['Charlie: The Life and Art of Charles Chaplin', 'Chasing Ice', 'Touching the Void']",Rage,Kidnapped,Saving Fish from Drowning: A Novel,"Richard Bachman, Stephen King",Robert Louis Stevenson,Amy Tan,Lemon-Glazed Lemon Bread ,Piña Colada II ,Cranberry-Avocado Salsa ,Moonachie,NJ,3,gryffindor,fish,Action-Adventure,Assassin's Creed III,0,3,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
573,0.0,male,single,tibetian throat singing,,St Louis Rams,James,Garcia,none,Goes to Horizon Kindergarten,unemployed,,"['Coyote Ugly', 'Top Gun', 'La chiave']","['La Belle et la Bête', 'Thor: The Dark World', 'V for Vendetta']",Death of Kings,The Moonstone,Lord of Misrule,Bernard Cornwell,"Wilkie Collins, Carolyn G. Heilbrun",Rachel Caine,Jamaican Hot Pepper Shrimp ,Granola Chocolate Chip Cookies ,Cider-Braised Pork Shoulder with Caramelized Onions ,Wheeler AFB,HI,3,ravenclaw,rodents,Fighting,WWF SmackDown!,0,3,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
574,31.0,female,single,electronic,P.K.Q.M.Z.,Cleveland Browns,Joanne,Peterson,bachelor,Went to Winterville Institute,Hill Federated Galaxy,Works asmanager atHill Federated Galaxy,"['Me Before You', 'The Woman in Red', 'Cinderella']","['The Hangover', 'Forrest Gump', 'Addams Family Values']",Rules,Heal Your Body,Rebel Belle,Cynthia Lord,Louise L. Hay,Rachel Hawkins,Creamed Leeks ,Aromatic Carrot Soup ,Dear Little Rolls ,Bourbon,IN,3,hufflepuff,rodents,Puzzle,Scribblenauts,0,4,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
575,23.0,male,single,tibetian throat singing,,Tennessee Titans,Leo,Farrow,student,Studies at Village Institute,Resource Construction Internet,Works ascook at Resource Construction Internet,"['Fantastic Four', 'Ratatouille', 'El laberinto del fauno']","['부산행', 'Dunkirk', 'No Good Deed']",November 9,The Little Red Hen (Little Golden Book),The Yiddish Policemen's Union,Colleen Hoover,"Diane Muldrow, J.P. Miller",Michael Chabon,Cold-Brew Iced Coffee Concentrate ,Turkey Tenderloins with Pesto and Provolone Cheese ,Mint Whipped Cream ,Englewood Cliffs,NJ,1,hufflepuff,reptiles,Shooter,Call of Duty: Black Ops II,0,4,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
576,33.0,female,single,country,R.E. Socialist,Minnesota Vikings,Lisa,Taggert,general_education,Went to Sunshine High School,South Resource,Works asbus_driverrepairperson atSouth Resource,"['No manches Frida', 'Night at the Museum: Secret of the Tomb', 'Now You See Me 2']","['부산행', 'Arrival', 'Sin City: A Dame to Kill For']",Queen of Fire,Letter to My Daughter,Garlic and Sapphires: The Secret Life of a Critic in Disguise,Anthony  Ryan,Maya Angelou,Ruth Reichl,Inside-Out Eggplant Parmigiana ,Steak au Poivre ,"Cranberry Sauce with Red Wine, Pomegranate Molasses, and Mediterranean Herbs ",Le Raysville,PA,2,hufflepuff,rodents,Sandbox,Blockland,0,3,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
577,1.0,female,single,jazz,126 Liquid,Kansas City Chiefs,Margaret,Jones,none,Goes to East Bridge Kindergarten,unemployed,,"['Terminator 2: Judgment Day', '28 Days Later', 'Self/less']","['Beautiful Creatures', 'Aladdin', 'The Fault in Our Stars']",Agents of Light and Darkness,The Wolves of Willoughby Chase ,Catherine the Great: Portrait of a Woman,Simon R. Green,"Joan Aiken, Pat Marriott",Robert K. Massie,Tangerine Granita ,Sesame Twists ,Homemade Red Wine Vinegar ,North Seekonk,MA,4,hufflepuff,rodents,Adventure,Tomb Raider II,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
578,31.0,male,single,tibetian throat singing,,New Orleans Saints,Christopher,Powers,bachelor,Went to Sunshine University,North Max Atlantic,Works asnurseat North Max Atlantic,"['La vita è bella', 'The Lego Movie', 'Night at the Museum: Secret of the Tomb']","['Searching for Sugar Man', 'The Summit', 'An Inconvenient Truth']",The Scarlatti Inheritance,,"Rome (Marked Men, #3)",Robert Ludlum,AnnaLisa Grant,"Jay Crownover, Charlotte Connan de vries",Crystal Shrimp ,Pumpkin-Caramel Tart With Toasted-Hazelnut Crust ,D.I.Y. Steak Sauce ,Summerfield,OH,3,ravenclaw,horses,Platform,LittleBigPlanet,0,6,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
579,27.0,female,married,classical,Samuel Barber,New England Patriots,Elizabeth,Cobbins,bachelor,Went to Whale Coast College,Innovation Pacific Consulting,Works asnurseat Innovation Pacific Consulting,"['Blade Runner', 'The Dark Knight Rises', ""Child's Play 3""]","['Earth', 'I Know That Voice', 'A Personal Journey with Martin Scorsese Through American Movies']",,Legally Blonde,,Kelly Elliott,Amanda Brown,Jane Green,Buckwheat Crepes with Pears and Crème Fraîche ,Chocolate Pecan Layer Cake ,"Striped Bass with Swiss Chard, Chestnuts, and Pomegranate Vinaigrette ",Galion,OH,3,ravenclaw,fish,Action-Adventure,The Last of Us,0,4,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
580,14.0,female,single,rock,Carving Quake 5,Atlanta Falcons,Lucy,Russell,none,Goes to Coral Springs High School,unemployed,,"['Batman Begins', 'Cast Away', 'A Monster Calls']","['The Hunger Games: Mockingjay - Part 1', 'War for the Planet of the Apes', 'The Maze Runner']",The Single Girl's To-Do List,Elizabeth Is Missing,Život je jinde,Lindsey Kelk,Emma Healey,"Milan Kundera, Aaron Asher",Crepes with Brown Sugar Pears and Fudge Sauce ,Citrus Sponge Cake with Strawberries ,Pomegranate Gelato ,Outlook,WA,3,ravenclaw,fish,Sports,FIFA 19,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
581,1.0,male,single,rock,Flannel Of The Unrestrained,Dallas Cowboys,Ryan,Howes,none,Goes to Village Elementary,unemployed,,"['Fight Club', 'Rough Night', 'La La Land']","['The Twilight Saga: Eclipse', 'Jumanji', 'El laberinto del fauno']",NurtureShock: New Thinking About Children,A New Earth: Awakening to Your Life's Purpose,The Broken Window,"Po Bronson, Ashley Merryman",Eckhart Tolle,Jeffery Deaver,Porcini Butter ,Ancho Chile–Rubbed Grilled Corn ,Curried Chicken Salad Sandwich ,Brownsville,PA,3,slytherin,fish,Visual Novel,Psycho-Pass: Mandatory Happiness,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
582,5.0,male,single,heavy metal,Nameless Noise,Cleveland Browns,Richard,Knudsen,none,Goes to East Bridge Kindergarten,unemployed,,"['Killing Lincoln', 'Searching for Sugar Man', 'The Summit']","['Night at the Museum: Secret of the Tomb', 'Sausage Party', 'Pixels']",All the President's Men,Dragon bound,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,"Carl Bernstein, Bob Woodward",Thea Harrison,Susan  Jeffers,Blue Cheese Buttermilk Biscuits ,Cherry and Coconut Granola with Yogurt ,Duck Breast with Frisée Salad and Port Vinaigrette ,Paducah,TX,4,ravenclaw,reptiles,Music,Just Dance 2014,0,2,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
583,9.0,male,single,electronic,I.W.A.,Seattle Seahawks,Jeffrey,Nelson,none,Goes to Sunset Elementary,unemployed,,"['The BFG', 'The Hobbit: An Unexpected Journey', 'Maleficent']","['Citizenfour', 'Kevin Hart: Let Me Explain', 'Sicko']",On the Edge,Blubber,NANA―ナナ― 1,Ilona Andrews,Judy Blume,Ai Yazawa,Pasta Salad with Cherry Tomatoes and Green Olivada ,Dried-Apple Stack Cakes ,Spiced Pears with Oranges and Caramel Sauce ,Petersburg,IN,4,ravenclaw,horses,Action-Adventure,Red Dead Redemption 2,0,4,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
584,37.0,male,single,jazz,Z Subconscious,Chicago Bears,Dennis,Chambers,general_education,Went to Whitewater College,Building Signal,Works asconstruction_worker atBuilding Signal,"['No Good Deed', 'The Maze Runner', 'Stonehearst Asylum']","['The Shawshank Redemption', 'The Revenant', 'O Auto da Compadecida']","Thank You, Mr. Falker",All Families Are Psychotic,Pinocchio (A Little Golden Book),Patricia Polacco,Douglas Coupland,"Eugene Bradley Coco, Ron Dias",Almond Muffins with Gooey Fig Center ,Thousand Flavor Syrup ,Kugel Yerushalmi ,North Boston,NY,1,gryffindor,cats,Sports,FIFA 17,0,5,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
585,23.0,female,married,classical,Johann Sebastian Bach,Oakland Raiders,Joyce,Kubiak,bachelor,Went to Seacoast University,Interactive Future Research,Works asnurseat Interactive Future Research,"['Alien', 'Night of the Living Dead', 'Drag Me to Hell']","['Colossal', 'Logan', 'Spider-Man 3']",La Chute,Ghost Boy,As I Lay Dying,"Albert Camus, Justin O'Brien","Martin Pistorius, Megan Lloyd Davies",William Faulkner,Lamb Shanks With Pomegranate and Walnuts ,Peach and Brown Sugar Ice Cream ,Corn Pudding ,Rifle,CO,3,slytherin,fish,Role-Playing,The Elder Scrolls V: Skyrim,767,6,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
586,14.0,female,single,folk,Heated 715,Philadelphia Eagles,Deborah,Nichols,none,Goes to Copper Cove Charter School,unemployed,,"['Charlie and the Chocolate Factory', 'The Hobbit: An Unexpected Journey', 'The Hobbit: The Battle of the Five Armies']","['Iron Sky', 'Holes', 'La vita è bella']",The Carrot Seed,The Girl You Left Behind,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,"Ruth Krauss, Crockett Johnson",Jojo Moyes,Richard Stearns,Grilled Steak and Radishes with Black Pepper Butter ,Grilled Lacinato Kale ,Ricotta Pancakes with Brown Sugar-Cherry Sauce ,Cleaton,KY,4,gryffindor,cats,Sports,FIFA 16,0,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
587,47.0,male,married,hip-hop,In Barbaric Execution,Jacksonville Jaguars,Johnathon,Quan,general_education,Went to East Bridge Secondary School,Software Star Building,Works aspainter atSoftware Star Building,"['Coyote Ugly', 'Jackie Brown', 'Love, Rosie']","['Gone Girl', 'War of the Worlds', 'Dawn of the Planet of the Apes']",Collected Works,حول العالم في 200 يوم,Firefight,"Oscar Wilde, Merlin Holland",أنيس منصور,Brandon Sanderson,Russian ,Herbed Garlic and Parmesan Croutons ,Candied Carrot Coins ,Startex,SC,1,hufflepuff,cats,Action-Adventure,The Last of Us,111,13,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
588,4.0,male,single,heavy metal,Earth Eden,Arizona Cardinals,John,Matthews,none,Goes to Village Elementary,unemployed,,"['Real Steel', 'Alien', 'Colossal']","['Transformers: The Last Knight', 'The Imitation Game', 'El bar']",,Beautiful Day,Cut,Loreth Anne White,Elin Hilderbrand,Patricia McCormick,Lettuce Soup ,"Green Bean, Watercress and Radish Salad ",Baby Spinach and Raspberry Salad ,Etowah,NC,4,slytherin,rodents,Sports,FIFA 13,0,5,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
589,16.0,male,single,country,Swindler X.D.,Carolina Panthers,James,Vandestreek,none,Goes to Central High,unemployed,,"['John Wick: Chapter 2', 'I Spit on Your Grave III: Vengeance is Mine', 'The Bourne Supremacy']","['Twilight', 'The BFG', 'Ratatouille']",The Relatives Came,The Assassin and the Empire,Hammered,"Cynthia Rylant, Stephen Gammell",Sarah J. Maas,Kevin Hearne,"Grilled Cubano: Turkey, Pork and Swiss with Mustard and Pickles ",Ham Biscuits ,Chopped Honey-Mustard Slaw ,Hookerton,NC,3,gryffindor,dogs,Adventure,Tomb Raider III: Adventures of Lara Croft,0,1,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
590,24.0,female,single,heavy metal,Morte Band,New England Patriots,Whitney,Russ,student,Studies at Edgewood College,Architecture Vision Speed,Works aswaiter at Architecture Vision Speed,"['The Scorpion King: Rise of a Warrior', 'La Belle et la Bête', 'Kong: Skull Island']","['Addams Family Values', 'The Hunger Games', 'Beauty and the Beast']",,Birthmarked,Hoot,Thomas C. Foster,Caragh M. O'Brien,Carl Hiaasen,Sambuca Brownies ,"To Form ""Water Caltrop"" Wontons ",Tomato Salad ,Lake Meade,PA,2,slytherin,fish,Platform,LittleBigPlanet,0,1,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
591,23.0,female,married,electronic,Taxable Diploma And The Helmet,San Francisco 49ers,Anita,Hermann,general_education,Went to Tranquillity School,Software Electronic,Works asbus_driverrepairperson atSoftware Electronic,"['Iron Sky', 'Sex Tape', 'Colossal']","['Black Mirror: White Christmas', 'King Arthur: Legend of the Sword', '君の名は。']",The Diviners,Annie on My Mind,Green Eggs and Ham,Libba Bray,Nancy Garden,"Dr. Seuss, לאה נאור","Romaine, Grilled Avocado, and Smoky Corn Salad with Chipotle-Caesar Dressing ",Braised Pork Chops with Peppers ,Philadelphia Fish House Punch ,Ardmore,PA,4,ravenclaw,cats,Adventure,Tomb Raider III: Adventures of Lara Croft,413,4,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
592,38.0,female,married,jazz,Insanely Luxury 8,Cincinnati Bengals,Brenda,Nicols,bachelor,Went to Eagle Mountain College,Interactive Telecom Direct,Works asengineer atInteractive Telecom Direct,"['Mighty Aphrodite', 'Mighty Aphrodite', 'Wild Orchid']","['Salinger', 'Finding Vivian Maier', 'Good Hair']",You,Æneis,The Line,Caroline Kepnes,"Virgil, Robert Fitzgerald",J.D. Horn,Zucchini Keftedes with Feta and Dill ,Cranberry and Wild Blueberry Pie ,Middle Eastern Sesame Lamb Meatballs with Minted Yogurt Dip ,Section,AL,4,ravenclaw,cats,Action-Adventure,Red Dead Redemption 2,194,9,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
593,41.0,female,married,tibetian throat singing,,Atlanta Falcons,Patsy,Brown,general_education,Went to Silverleaf School,People Federated,Works asconstruction_worker atPeople Federated,"['Blade Runner', 'The Twilight Saga: Breaking Dawn - Part 2', 'The Martian']","['Life of Crime', 'School of Rock', 'Demain tout commence']",The Invisible Library,Gregor and the Prophecy of Bane,Reflected in You,Genevieve Cogman,Suzanne Collins,Sylvia Day,Yellow Squash Casserole ,Stir-Fried Pork with Napa Cabbage ,Beer-Battered Fish with Smoked-Paprika Mayonnaise ,Diamond City,AR,3,gryffindor,dogs,Shooter,Call of Duty: Black Ops 3,420,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
594,31.0,female,single,jazz,126 Liquid,New England Patriots,June,Plaza,general_education,Went to Green Meadows Grammar School,Hill Design,Works aswaiter atHill Design,"['Boyka: Undisputed IV', 'Self/less', 'Non-Stop']","['Charlie and the Chocolate Factory', 'Kong: Skull Island', 'The Twilight Saga: Eclipse']",The Aquitaine Progression,Death Comes for the Archbishop,Lead,Robert Ludlum,Willa Cather,Kylie Scott,Roasted Sweet Potatoes & Fresh Figs ,Stuffed Zucchini ,Duck Terrine with Wine-Glazed Shallots ,Santa Rosa,NM,1,ravenclaw,cats,Action-Adventure,The Last of Us,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
595,33.0,male,single,electronic,434 Flock,Houston Texans,Dustin,Perkins,doctor,Went to Vista University,Systems Speed Omega,Works as doctor at Systems Speed Omega,"['The Big Sick', 'The Twilight Saga: Breaking Dawn - Part 2', 'The Lost City of Z']","['Dunkirk', 'Despicable Me 3', 'Kingsman: The Secret Service']",Blankets,Dearly Devoted Dexter,神様はじめました 1,Craig Thompson,Jeff Lindsay,"Julietta Suzuki, Tomo Kimura","Creamy Mint-Cilantro ""Chutney"" ",Persimmons with Greek Yogurt and Pistachios ,Warm Lemon Chiboust with Lemon Thyme Infused Milk Chocolate Velouté ,Richfield,WI,1,hufflepuff,birds,Music,Just Dance 2015,0,6,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
596,1.0,male,single,country,J.B.G.,Cincinnati Bengals,Michael,Woods,none,Goes to Elk Valley Kindergarten,unemployed,,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: Dead Man's Chest"", 'Spider-Man']","['El laberinto del fauno', 'Man of Steel', 'Man of Steel']","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Old Possum's Book of Practical Cats,Best Kept Secret,Ashlee Vance,"T.S. Eliot, Edward Gorey",Jeffrey Archer,Baked Flaxseed Crab Cakes ,California Succotash ,Barley and Lentil Soup ,Yankee Hill,NE,4,gryffindor,fish,Music,Just Dance 4,0,3,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
